# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)   1.077 us    |      }
 1)   1.445 us    |    }
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   2.735 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.214 us    |          mutex_spin_on_owner();
 1)   0.722 us    |          mutex_spin_on_owner();
 1)   1.702 us    |        }
 1)   2.040 us    |      }
 1)   2.388 us    |    }
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   3.688 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.349 us    |          mutex_spin_on_owner();
 1)   0.631 us    |          mutex_spin_on_owner();
 1)   1.698 us    |        }
 1)   2.028 us    |      }
 1)   2.378 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.683 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.745 us    |        }
 1)   1.082 us    |      }
 1)   1.431 us    |    }
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   2.860 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.212 us    |          mutex_spin_on_owner();
 1)   0.684 us    |          mutex_spin_on_owner();
 1)   1.631 us    |        }
 1)   1.975 us    |      }
 1)   2.316 us    |    }
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   3.657 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.290 us    |          mutex_spin_on_owner();
 1)   0.619 us    |          mutex_spin_on_owner();
 1)   1.618 us    |        }
 1)   1.952 us    |      }
 1)   2.295 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   3.600 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.494 us    |          mutex_spin_on_owner();
 1)   0.650 us    |          mutex_spin_on_owner();
 1)   1.848 us    |        }
 1)   2.189 us    |      }
 1)   2.559 us    |    }
 1)               |  /* mutex_start */
 1)   0.210 us    |    mutex_unlock();
 1)   3.820 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.346 us    |          mutex_spin_on_owner();
 1)   0.600 us    |          mutex_spin_on_owner();
 1)   1.646 us    |        }
 1)   1.985 us    |      }
 1)   2.334 us    |    }
 1)               |  /* mutex_stop */
 1)   0.202 us    |    mutex_unlock();
 1)   3.679 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.303 us    |          mutex_spin_on_owner();
 1)   0.799 us    |          mutex_spin_on_owner();
 1)   1.796 us    |        }
 1)   2.129 us    |      }
 1)   2.477 us    |    }
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   3.804 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.214 us    |          mutex_spin_on_owner();
 1)   0.738 us    |        }
 1)   1.080 us    |      }
 1)   1.422 us    |    }
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   2.744 us    |  }
 1)               |  do_syscall_64() {
 1)   0.217 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.490 us    |  }
 1)               |  do_syscall_64() {
 1)   0.222 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.541 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.521 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.622 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.515 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.492 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.476 us    |  }
 1)               |  do_syscall_64() {
 1)   0.211 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.562 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.517 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.484 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.522 us    |  }
 1)               |  do_syscall_64() {
 1)   0.199 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.522 us    |  }
 1)               |  do_syscall_64() {
 1)   0.214 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.545 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.499 us    |  }
 1)               |  do_syscall_64() {
 1)   0.192 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.585 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.505 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.473 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.298 us    |    mutex_unlock();
 1)   1.630 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.654 us    |          mutex_spin_on_owner();
 1)   0.620 us    |          mutex_spin_on_owner();
 1)   1.926 us    |        }
 1)   2.259 us    |      }
 1)   2.653 us    |    }
 1)               |  /* mutex_stop */
 1)   0.212 us    |    mutex_unlock();
 1)   4.023 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.490 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.536 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.475 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.960 us    |          mutex_spin_on_owner();
 1)   0.671 us    |          mutex_spin_on_owner();
 1)   2.325 us    |        }
 1)   2.652 us    |      }
 1)   3.046 us    |    }
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   4.355 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.662 us    |          mutex_spin_on_owner();
 1)   0.721 us    |          mutex_spin_on_owner();
 1)   2.098 us    |        }
 1)   2.431 us    |      }
 1)   2.843 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   4.228 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.292 us    |          mutex_spin_on_owner();
 1)   0.801 us    |        }
 1)   1.128 us    |      }
 1)   1.493 us    |    }
 1)               |  /* mutex_start */
 1)   0.223 us    |    mutex_unlock();
 1)   2.857 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.299 us    |          mutex_spin_on_owner();
 1)   0.645 us    |          mutex_spin_on_owner();
 1)   1.645 us    |        }
 1)   1.980 us    |      }
 1)   2.325 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   3.632 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.626 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.670 us    |          mutex_spin_on_owner();
 1)   0.616 us    |          mutex_spin_on_owner();
 1)   1.944 us    |        }
 1)   2.270 us    |      }
 1)   2.659 us    |    }
 1)               |  /* mutex_stop */
 1)   0.210 us    |    mutex_unlock();
 1)   4.019 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.460 us    |          mutex_spin_on_owner();
 1)   0.611 us    |          mutex_spin_on_owner();
 1)   1.779 us    |        }
 1)   2.121 us    |      }
 1)   2.463 us    |    }
 1)               |  /* mutex_start */
 1)   0.227 us    |    mutex_unlock();
 1)   3.867 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.530 us    |  }
 1)               |  do_syscall_64() {
 1)   0.217 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.493 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   1.022 us    |          mutex_spin_on_owner();
 1)   0.660 us    |          mutex_spin_on_owner();
 1)   2.371 us    |        }
 1)   2.708 us    |      }
 1)   3.100 us    |    }
 1)               |  /* mutex_start */
 1)   0.210 us    |    mutex_unlock();
 1)   4.403 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.239 us    |          mutex_spin_on_owner();
 1)   0.707 us    |          mutex_spin_on_owner();
 1)   1.688 us    |        }
 1)   2.023 us    |      }
 1)   2.372 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   3.723 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.342 us    |          mutex_spin_on_owner();
 1)   0.838 us    |        }
 1)   1.180 us    |      }
 1)   1.523 us    |    }
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   2.865 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.206 us    |          mutex_spin_on_owner();
 1)   0.729 us    |          mutex_spin_on_owner();
 1)   1.707 us    |        }
 1)   2.045 us    |      }
 1)   2.389 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   3.676 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.218 us    |          mutex_spin_on_owner();
 1)   0.665 us    |          mutex_spin_on_owner();
 1)   1.634 us    |        }
 1)   1.982 us    |      }
 1)   2.324 us    |    }
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   3.686 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.401 us    |          mutex_spin_on_owner();
 1)   0.633 us    |          mutex_spin_on_owner();
 1)   1.738 us    |        }
 1)   2.081 us    |      }
 1)   2.422 us    |    }
 1)               |  /* mutex_stop */
 1)   0.217 us    |    mutex_unlock();
 1)   3.774 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.280 us    |          mutex_spin_on_owner();
 1)   0.670 us    |          mutex_spin_on_owner();
 1)   1.654 us    |        }
 1)   1.989 us    |      }
 1)   2.330 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.645 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.218 us    |          mutex_spin_on_owner();
 1)   0.823 us    |        }
 1)   1.157 us    |      }
 1)   1.507 us    |    }
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   2.857 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.748 us    |        }
 1)   1.082 us    |      }
 1)   1.449 us    |    }
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   2.736 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.208 us    |          mutex_spin_on_owner();
 1)   0.712 us    |          mutex_spin_on_owner();
 1)   1.671 us    |        }
 1)   2.009 us    |      }
 1)   2.356 us    |    }
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   3.651 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.363 us    |          mutex_spin_on_owner();
 1)   0.628 us    |          mutex_spin_on_owner();
 1)   1.700 us    |        }
 1)   2.037 us    |      }
 1)   2.386 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.672 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.212 us    |          mutex_spin_on_owner();
 1)   0.745 us    |        }
 1)   1.072 us    |      }
 1)   1.422 us    |    }
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   2.869 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.221 us    |          mutex_spin_on_owner();
 1)   0.676 us    |          mutex_spin_on_owner();
 1)   1.640 us    |        }
 1)   1.974 us    |      }
 1)   2.323 us    |    }
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   3.658 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.291 us    |          mutex_spin_on_owner();
 1)   0.631 us    |          mutex_spin_on_owner();
 1)   1.625 us    |        }
 1)   1.967 us    |      }
 1)   2.311 us    |    }
 1)               |  /* mutex_stop */
 1)   0.224 us    |    mutex_unlock();
 1)   3.625 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.411 us    |          mutex_spin_on_owner();
 1)   0.674 us    |          mutex_spin_on_owner();
 1)   1.797 us    |        }
 1)   2.132 us    |      }
 1)   2.479 us    |    }
 1)               |  /* mutex_start */
 1)   0.202 us    |    mutex_unlock();
 1)   3.787 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.335 us    |          mutex_spin_on_owner();
 1)   0.611 us    |          mutex_spin_on_owner();
 1)   1.654 us    |        }
 1)   1.992 us    |      }
 1)   2.339 us    |    }
 1)               |  /* mutex_stop */
 1)   0.207 us    |    mutex_unlock();
 1)   3.686 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.313 us    |          mutex_spin_on_owner();
 1)   0.902 us    |          mutex_spin_on_owner();
 1)   0.686 us    |          mutex_spin_on_owner();
 1)   2.952 us    |        }
 1)   3.282 us    |      }
 1)   3.632 us    |    }
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   4.981 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.305 us    |          mutex_spin_on_owner();
 1)   0.613 us    |          mutex_spin_on_owner();
 1)   1.635 us    |        }
 1)   1.974 us    |      }
 1)   2.321 us    |    }
 1)               |  /* mutex_stop */
 1)   0.212 us    |    mutex_unlock();
 1)   3.602 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.363 us    |          mutex_spin_on_owner();
 1)   0.626 us    |          mutex_spin_on_owner();
 1)   1.693 us    |        }
 1)   2.041 us    |      }
 1)   2.390 us    |    }
 1)               |  /* mutex_start */
 1)   0.217 us    |    mutex_unlock();
 1)   3.796 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.271 us    |          mutex_spin_on_owner();
 1)   0.583 us    |          mutex_spin_on_owner();
 1)   1.652 us    |        }
 1)   1.993 us    |      }
 1)   2.335 us    |    }
 1)               |  /* mutex_stop */
 1)   0.227 us    |    mutex_unlock();
 1)   3.689 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.367 us    |          mutex_spin_on_owner();
 1)   0.583 us    |          mutex_spin_on_owner();
 1)   1.665 us    |        }
 1)   1.994 us    |      }
 1)   2.343 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.708 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.326 us    |          mutex_spin_on_owner();
 1)   0.823 us    |        }
 1)   1.162 us    |      }
 1)   1.509 us    |    }
 1)               |  /* mutex_stop */
 1)   0.211 us    |    mutex_unlock();
 1)   2.828 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   1.495 us    |  }
 1)               |  do_syscall_64() {
 1)   0.222 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.585 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.531 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.474 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   1.494 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.524 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.197 us    |    mutex_unlock();
 1)   1.533 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.475 us    |  }
 1)               |  do_syscall_64() {
 1)   0.202 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.490 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.537 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.614 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.567 us    |          mutex_spin_on_owner();
 1)   1.020 us    |        }
 1)   1.359 us    |      }
 1)   1.744 us    |    }
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   3.092 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.381 us    |          mutex_spin_on_owner();
 1)   0.661 us    |          mutex_spin_on_owner();
 1)   1.702 us    |        }
 1)   2.040 us    |      }
 1)   2.400 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.773 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.686 us    |          mutex_spin_on_owner();
 1)   0.657 us    |          mutex_spin_on_owner();
 1)   1.999 us    |        }
 1)   2.329 us    |      }
 1)   2.707 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   4.080 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.338 us    |          mutex_spin_on_owner();
 1)   0.684 us    |          mutex_spin_on_owner();
 1)   1.740 us    |        }
 1)   2.074 us    |      }
 1)   2.417 us    |    }
 1)               |  /* mutex_start */
 1)   0.210 us    |    mutex_unlock();
 1)   3.765 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.229 us    |          mutex_spin_on_owner();
 1)   0.771 us    |        }
 1)   1.100 us    |      }
 1)   1.448 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   2.806 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.344 us    |          mutex_spin_on_owner();
 1)   0.702 us    |          mutex_spin_on_owner();
 1)   1.755 us    |        }
 1)   2.083 us    |      }
 1)   2.432 us    |    }
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   3.773 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.299 us    |          mutex_spin_on_owner();
 1)   0.624 us    |          mutex_spin_on_owner();
 1)   1.628 us    |        }
 1)   1.961 us    |      }
 1)   2.310 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.609 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.305 us    |          mutex_spin_on_owner();
 1)   0.802 us    |        }
 1)   1.142 us    |      }
 1)   1.485 us    |    }
 1)               |  /* mutex_start */
 1)   0.306 us    |    mutex_unlock();
 1)   2.889 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.653 us    |          mutex_spin_on_owner();
 1)   1.600 us    |        }
 1)   1.942 us    |      }
 1)   2.293 us    |    }
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   3.714 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.302 us    |          mutex_spin_on_owner();
 1)   0.625 us    |          mutex_spin_on_owner();
 1)   1.629 us    |        }
 1)   1.970 us    |      }
 1)   2.312 us    |    }
 1)               |  /* mutex_start */
 1)   0.206 us    |    mutex_unlock();
 1)   3.682 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.659 us    |          mutex_spin_on_owner();
 1)   1.622 us    |        }
 1)   1.960 us    |      }
 1)   2.309 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.599 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
